"","Renovate1","EatIn1","FeeNo","Prewar1","Dining1","Dishwasher1","Marble1","HighCeiling1","Hardwood1","Deck1","Elevator1","LaundryNone","Cat1"
"1119",0,1,0,0,0,1,0,0,1,0,1,0,1
"1120",1,1,0,1,0,0,1,0,0,0,1,0,1
"1133",1,1,0,0,0,0,0,0,1,0,0,1,1
"1135",0,0,0,0,0,0,0,0,0,0,1,0,0
"1137",0,1,0,1,0,1,0,0,1,0,0,1,1
"1142",0,0,0,0,0,1,0,0,0,0,1,0,1
"1144",0,0,0,1,0,0,0,0,1,0,0,1,0
"1148",1,0,0,0,0,0,0,0,0,0,1,0,1
"1152",1,0,1,1,1,1,0,0,1,1,1,0,0
"1159",0,0,0,0,0,0,0,0,0,0,0,1,0
"1162",0,0,0,0,0,0,0,0,0,0,1,0,1
"1165",1,1,0,0,0,0,0,0,1,0,0,1,1
"1167",0,0,0,1,0,0,0,0,1,0,1,1,1
"1169",0,0,0,1,1,1,0,0,1,1,1,0,0
"1170",0,0,1,0,1,1,0,0,1,1,1,0,1
"1171",0,1,0,1,0,0,0,0,1,0,1,0,0
"1176",0,1,1,1,1,1,0,0,1,0,1,0,0
"1177",0,0,0,1,0,1,0,0,1,1,1,0,1
"1179",1,1,1,1,0,0,1,1,0,0,0,1,1
"1180",0,1,1,1,0,1,0,0,0,0,0,1,0
"1181",1,1,1,1,0,1,1,0,1,1,1,0,0
"1182",0,0,0,1,0,0,0,1,1,0,1,1,1
"1183",0,0,0,0,0,0,0,0,0,0,1,1,0
"1184",0,1,0,0,0,0,0,0,0,0,0,1,1
"1185",0,1,1,0,0,1,0,0,1,1,1,0,1
"1187",0,1,0,0,0,1,1,0,0,0,0,0,1
"1189",0,0,0,1,0,1,0,0,1,0,1,0,0
"1190",1,1,1,1,0,1,1,0,1,0,0,1,1
"1196",1,1,1,0,0,1,0,0,1,1,1,0,1
"1198",1,1,1,1,0,0,0,0,1,0,0,1,0
"1200",0,1,0,0,0,1,0,0,1,0,0,0,1
"1201",0,1,0,0,0,0,0,0,1,0,0,1,0
"1202",1,1,1,0,1,0,1,1,1,0,1,0,1
"1204",1,1,0,0,0,1,0,0,1,0,1,0,0
"1206",1,1,0,1,0,1,1,0,1,0,1,0,0
"1211",0,0,0,0,0,0,0,0,0,0,0,1,1
"1212",0,1,0,1,0,1,0,1,0,1,0,0,0
"1216",0,1,0,1,0,0,0,1,1,0,0,1,1
"1220",0,0,0,0,0,1,0,0,0,0,0,1,0
"1221",1,1,0,0,0,0,1,0,0,0,1,1,1
"1225",0,1,1,1,0,1,0,0,1,1,1,0,1
"1226",1,1,0,0,0,0,0,0,0,1,1,0,0
"1228",1,1,0,0,0,0,0,0,0,1,1,1,1
"1230",0,0,0,0,0,0,0,0,0,0,0,1,0
"1231",1,0,1,0,0,1,0,0,1,1,0,0,0
"1232",0,0,1,0,0,1,0,0,1,1,1,0,1
"1234",0,0,0,0,0,0,0,0,0,0,0,1,1
"1236",0,1,0,0,0,0,0,1,0,0,0,1,0
"1241",0,0,0,0,0,0,0,0,1,0,0,0,0
"1242",0,0,0,0,0,0,0,0,0,1,0,1,0
"1245",0,0,1,0,1,0,0,0,1,0,1,0,0
"1250",0,0,0,0,0,0,0,0,1,1,0,0,0
"1255",0,1,1,1,0,1,0,0,1,0,1,0,0
"1263",0,0,0,0,0,0,0,0,0,0,0,1,1
"1267",1,1,1,0,0,1,0,0,1,0,1,0,1
"1276",1,1,0,0,1,1,0,0,0,0,1,1,0
"1279",1,1,1,1,0,1,1,0,1,0,0,1,0
"1280",0,1,1,0,0,0,0,1,1,0,0,1,1
"1283",0,1,1,0,0,0,0,0,1,0,1,1,0
"1286",1,1,1,0,0,1,1,0,1,0,1,0,0
"1290",0,0,0,0,0,0,0,0,0,0,0,1,0
"1293",1,1,1,0,1,0,0,0,1,1,1,1,1
"1294",0,0,1,0,0,0,0,0,0,0,1,1,1
"1298",0,0,0,0,0,0,0,0,0,1,1,0,1
"1300",0,1,0,0,0,1,0,0,1,0,1,1,0
"1304",0,0,0,0,0,1,1,0,1,0,0,1,0
"1305",0,0,0,0,0,0,0,0,0,0,1,1,0
"1307",0,0,1,0,1,1,0,0,1,1,1,0,1
"1308",0,0,0,1,0,0,0,0,1,0,0,1,1
"1316",0,1,0,0,0,0,0,0,1,0,0,1,0
"1318",1,0,1,0,0,1,1,0,1,1,0,0,1
"1321",0,0,0,0,0,0,0,0,1,0,1,1,1
"1323",0,0,0,1,0,0,0,0,0,0,0,1,0
"1325",0,1,0,0,0,0,0,0,0,0,0,1,0
"1327",0,0,1,0,0,1,0,0,0,0,0,1,1
"1328",0,1,0,1,0,1,0,1,1,0,0,1,0
"1330",1,0,1,0,0,0,0,0,0,0,0,0,1
"1332",1,0,1,0,1,1,0,0,1,0,1,0,0
"1336",0,0,0,0,0,0,0,0,0,0,1,0,1
"1338",0,0,0,0,0,0,0,0,0,0,0,1,1
"1339",0,0,0,0,0,0,0,0,1,0,0,1,0
"1340",0,0,0,1,0,0,0,0,0,1,1,0,1
"1341",0,0,1,0,0,1,0,0,1,0,1,0,0
"1343",0,0,0,0,0,0,0,0,0,0,0,1,0
"1346",0,0,1,0,0,0,0,0,1,0,0,0,0
"1347",1,0,1,0,1,1,0,0,1,1,1,0,1
"1348",0,0,0,1,1,1,0,0,1,0,1,0,0
"1353",0,0,1,0,0,0,0,0,1,0,1,0,0
"1354",0,1,1,0,0,1,0,0,1,0,0,0,0
"1356",1,0,0,0,0,0,0,0,1,0,1,0,0
"1357",0,0,0,0,0,1,0,1,1,0,1,0,1
"1358",1,0,0,1,0,1,1,1,1,0,1,0,0
"1360",0,0,0,0,0,0,0,0,0,0,0,1,0
"1366",0,0,0,0,0,0,0,0,0,0,1,1,1
"1374",1,0,0,0,0,1,0,0,0,0,0,1,1
"1378",0,0,1,0,0,1,0,1,1,1,0,0,1
"1379",0,0,0,0,0,1,0,0,1,1,1,1,0
"1383",0,1,0,0,0,0,0,1,1,0,0,1,0
"1385",0,1,0,0,0,0,0,0,0,0,0,1,1
"1388",0,1,1,1,1,1,0,0,1,0,1,0,1
"1390",0,1,1,0,0,0,0,0,1,0,0,1,0
"1392",0,1,1,1,0,0,0,0,1,0,0,1,0
"1393",0,1,1,0,0,0,0,0,0,0,0,1,1
"1399",0,1,1,0,0,0,0,1,1,0,1,0,0
"1401",1,1,1,0,1,1,0,0,1,1,1,0,1
"1402",0,0,0,0,0,0,0,0,0,0,1,1,1
"1405",0,0,0,0,0,0,0,0,0,0,0,1,0
"1407",1,1,0,0,0,0,0,0,1,0,0,0,1
"1408",0,1,0,0,0,1,0,0,1,0,1,0,0
"1411",0,1,0,0,0,1,0,1,1,0,0,1,0
"1412",1,1,0,0,0,0,0,0,0,0,1,1,0
"1414",0,0,1,0,1,1,0,0,1,0,1,0,1
"1417",0,0,0,0,0,1,0,0,1,1,1,0,1
"1418",1,1,1,0,0,1,0,0,1,1,1,0,1
"1420",1,1,0,0,0,0,1,0,1,0,0,1,0
"1427",0,0,1,0,1,1,0,0,1,1,1,0,1
"1430",0,1,0,0,0,1,0,1,1,0,1,0,0
"1432",0,1,0,0,0,1,0,0,1,0,1,0,0
"1433",0,1,1,1,0,0,0,1,1,0,1,0,0
"1435",1,1,1,0,1,1,0,0,1,1,1,0,0
"1436",1,1,1,0,0,1,0,0,1,0,1,1,0
"1445",0,1,0,1,0,1,0,0,0,1,1,0,0
"1446",0,1,1,0,1,1,1,0,1,1,1,0,1
"1450",0,0,0,0,0,1,0,0,1,0,1,1,1
"1453",1,0,1,0,0,1,1,0,1,1,0,0,0
"1457",0,0,1,0,0,0,0,0,0,0,0,1,1
"1461",0,1,0,1,0,1,1,0,1,0,1,0,0
"1471",0,1,0,0,0,0,1,0,0,0,1,0,1
"1475",0,0,0,1,0,1,0,0,1,0,0,0,0
"1478",0,1,0,0,0,1,0,0,1,0,0,1,0
"1481",0,0,1,0,0,1,1,0,1,0,1,0,1
"1482",0,0,1,0,0,1,0,0,1,0,1,0,1
"1485",0,0,0,0,0,0,0,0,1,0,0,1,0
"1486",0,1,0,1,0,1,1,0,1,0,0,1,0
"1487",1,1,1,0,1,1,0,0,1,1,1,0,0
"1493",0,0,0,1,0,1,1,0,1,0,0,0,0
"1496",0,0,0,0,0,0,0,0,0,0,0,1,1
"1498",1,1,1,0,0,1,1,1,1,1,1,0,0
"1499",0,1,1,0,0,1,0,1,1,1,1,0,0
"1503",1,1,1,0,0,1,0,0,0,0,1,0,0
"1512",0,1,0,0,0,0,0,0,0,0,0,0,1
"1514",0,0,0,0,0,0,0,0,0,0,0,1,1
"1521",1,0,0,0,0,1,1,0,0,0,0,1,1
"1522",1,1,1,0,0,0,0,0,0,1,1,1,1
"1523",0,1,0,0,0,1,0,0,1,0,0,1,1
"1527",1,1,0,1,1,0,0,0,0,0,0,1,0
"1528",0,0,1,0,0,1,0,0,1,0,1,0,0
"1531",1,0,0,0,0,0,0,0,0,0,0,1,0
"1532",1,1,0,0,0,1,0,0,1,0,0,1,1
"1536",1,1,0,0,1,0,0,0,0,0,0,0,1
"1538",1,1,1,0,0,1,0,0,1,1,1,0,1
"1541",0,0,0,0,0,0,0,0,0,0,1,0,1
"1546",1,1,1,0,0,1,1,0,1,0,0,0,1
"1550",0,0,0,0,0,0,0,0,1,0,0,1,0
"1554",0,0,1,0,0,0,0,0,1,0,1,1,0
"1563",1,1,1,0,0,1,1,0,1,0,0,0,1
"1567",1,0,0,0,0,0,0,0,0,0,1,1,0
"1569",0,1,0,1,0,0,0,1,1,0,0,1,0
"1571",0,0,0,0,0,0,0,0,0,0,1,1,1
"1574",1,1,0,0,1,1,1,0,1,0,0,0,1
"1576",0,0,0,0,1,0,0,0,1,1,0,1,1
"1578",0,0,0,0,0,0,0,0,0,0,1,1,1
"1580",0,1,1,0,0,1,1,0,1,0,1,1,0
"1582",1,0,0,0,0,0,0,0,0,0,0,1,1
"1583",0,0,1,0,1,1,0,0,1,1,1,0,1
"1585",1,1,1,0,0,1,0,0,1,0,0,0,0
"1586",0,0,0,0,0,0,0,0,0,0,0,0,0
"1588",0,0,1,0,0,1,0,0,1,1,1,0,0
"1590",1,1,0,0,0,1,1,0,1,0,1,0,0
"1591",1,0,0,0,0,1,0,0,1,1,1,0,1
"1593",0,1,0,0,0,1,0,1,1,0,1,0,0
"1595",0,0,0,0,0,0,0,0,0,0,0,1,1
"1596",1,1,0,1,0,0,0,0,1,0,0,1,0
"1597",1,1,1,0,1,1,1,0,1,1,1,0,0
"1603",0,0,0,0,0,1,0,0,1,0,0,1,0
"1605",0,1,1,0,0,1,1,0,1,0,1,0,1
"1607",0,1,0,0,0,1,1,0,1,1,1,0,1
"1608",0,1,0,0,0,0,0,1,1,0,0,0,0
"1611",0,0,0,0,0,1,0,0,1,0,1,0,0
"1612",0,1,0,0,0,1,0,0,1,0,1,0,0
"1620",0,0,1,0,0,1,0,0,1,1,1,0,1
"1621",1,1,1,0,0,1,0,0,1,1,1,0,1
"1624",0,0,0,0,0,0,0,0,0,0,0,1,0
"1629",0,0,1,0,0,0,0,0,1,0,0,1,0
"1634",0,1,0,1,0,0,0,0,0,0,0,1,1
"1635",0,1,1,0,0,0,0,0,0,1,1,0,1
"1636",0,0,0,0,0,0,0,0,1,0,1,1,1
"1637",0,0,0,0,0,0,0,0,0,0,0,1,1
"1640",0,0,0,0,0,1,0,0,1,0,1,1,1
"1644",0,1,0,0,0,0,0,0,0,0,1,1,1
"1649",0,0,0,0,0,0,0,0,0,0,1,0,1
"1650",0,0,1,1,1,1,0,0,1,1,1,0,0
"1652",0,0,1,0,0,1,0,0,1,0,1,0,1
"1659",0,0,0,0,0,1,0,0,1,0,0,0,0
"1660",1,1,0,1,0,0,0,1,1,0,1,1,1
"1661",0,0,0,0,0,0,0,0,0,0,0,1,0
"1663",0,1,0,0,0,0,0,0,0,0,0,1,1
"1664",0,1,1,0,0,1,0,0,1,0,1,1,0
"1668",0,1,1,0,0,0,0,0,0,0,0,1,0
"1669",1,0,0,1,0,0,0,0,0,0,0,1,0
"1674",0,0,0,0,0,0,0,0,0,0,1,0,0
"1677",0,1,1,0,0,1,0,0,1,0,1,0,1
"1678",1,1,0,1,0,1,1,0,1,0,1,0,0
"1680",0,0,0,0,0,0,0,0,0,0,1,1,1
"1681",0,0,0,0,0,1,0,0,1,0,1,1,0
"1682",1,1,1,0,0,1,0,0,1,1,1,0,1
"1684",0,0,0,0,0,0,0,0,0,0,0,1,0
"1685",0,1,0,0,0,0,0,0,1,0,0,1,0
"1686",1,0,1,0,0,0,1,1,1,0,1,0,0
"1687",1,1,1,0,0,1,1,0,1,1,1,0,0
"1689",0,0,0,0,0,0,0,0,0,0,0,1,0
"1690",0,0,0,0,0,0,0,0,0,0,0,1,1
"1692",1,1,1,1,0,1,0,0,1,1,1,0,1
"1695",1,1,0,0,0,0,0,0,1,0,1,0,1
"1698",0,1,0,0,0,0,0,0,1,0,0,1,1
"1699",1,0,0,1,0,0,1,0,1,0,0,0,0
"1701",1,1,1,0,0,0,0,0,0,0,1,0,1
"1706",0,0,0,0,0,0,0,0,0,0,0,1,1
"1707",0,1,0,0,0,0,0,0,0,0,0,1,0
"1708",1,1,1,0,0,1,0,0,0,0,1,1,1
"1710",0,0,0,0,0,0,0,0,0,0,0,1,1
"1711",1,1,0,0,0,0,0,0,1,1,1,1,0
"1712",1,1,0,1,0,1,0,0,0,0,0,1,1
"1713",0,1,0,0,0,0,0,0,0,0,1,1,1
"1714",1,1,0,1,0,0,0,0,1,0,0,1,0
"1715",1,1,0,1,1,1,0,0,1,0,1,0,1
"1717",0,0,1,0,0,1,0,0,1,0,1,0,1
"1720",0,0,0,0,0,0,0,0,1,0,0,1,1
"1725",0,1,0,1,0,0,0,0,1,0,0,1,1
"1727",0,1,0,1,0,0,0,0,0,0,0,1,1
"1728",0,0,0,0,0,0,0,0,0,1,1,0,1
"1731",0,0,0,0,0,0,0,0,0,0,0,1,1
"1734",1,1,0,1,0,0,0,0,0,0,0,1,1
"1740",1,1,1,0,1,1,0,0,1,1,1,0,1
"1742",0,1,1,0,0,1,0,0,1,1,1,0,0
"1746",0,0,1,1,0,1,1,1,1,0,0,1,0
"1748",1,1,0,0,0,1,1,0,1,1,0,1,1
"1749",0,1,0,0,1,0,0,0,0,1,1,0,1
"1750",0,0,0,0,0,0,0,0,0,0,0,1,1
"1752",1,1,0,0,0,0,0,0,0,0,0,1,1
"1753",1,1,1,0,0,0,1,0,1,0,0,1,1
"1754",0,0,0,0,0,0,0,0,0,0,1,0,1
"1755",0,1,1,0,1,1,1,0,1,1,1,0,0
"1758",1,1,0,0,0,0,1,1,1,0,1,0,1
"1760",0,0,0,0,0,0,0,0,0,0,0,1,0
"1761",0,1,0,1,0,1,1,0,1,0,1,0,1
"1764",0,0,0,0,0,1,0,0,1,0,1,0,0
"1768",0,0,1,1,0,1,0,0,1,1,1,0,1
"1771",0,0,0,0,0,0,0,0,0,0,1,0,1
"1772",1,1,1,1,0,1,0,0,1,0,1,0,0
"1774",1,1,1,0,1,1,1,1,1,0,0,0,1
"1777",0,0,0,0,0,0,0,0,1,0,1,1,1
"1778",0,0,0,0,0,1,0,1,1,1,1,0,1
"1782",0,1,0,1,0,0,0,0,0,0,0,1,0
"1786",0,1,1,1,1,0,0,1,0,0,1,0,0
"1789",0,1,0,0,0,0,1,0,0,1,0,1,1
"1790",0,0,1,0,1,1,0,0,1,0,1,0,1
"1792",0,0,1,0,0,0,0,0,1,0,1,1,0
"1795",1,1,0,1,0,1,0,0,0,0,1,0,1
"1796",0,1,0,0,0,0,0,0,0,0,1,0,1
"1799",0,1,0,0,0,0,0,0,1,0,0,1,0
"1803",1,1,0,0,0,0,0,1,1,0,0,1,1
"1805",0,1,0,0,0,1,0,1,1,1,1,0,0
"1806",0,0,1,0,0,0,0,0,1,0,0,1,0
"1807",1,0,1,0,0,0,0,1,1,1,1,0,0
"1809",0,1,0,0,0,1,1,0,0,0,1,1,1
"1810",0,1,0,1,1,0,0,0,0,0,0,1,1
"1811",0,0,1,0,0,0,0,0,0,0,0,1,1
"1815",0,0,1,0,0,0,0,0,1,0,0,1,1
"1816",1,1,1,0,0,0,0,0,1,0,1,0,0
"1818",1,0,0,0,0,0,0,0,0,0,1,0,1
"1822",0,0,1,0,0,0,0,0,1,0,0,1,0
"1828",0,0,0,0,0,0,0,0,0,0,0,1,0
"1829",0,1,0,0,0,0,0,1,0,0,1,0,1
"1831",0,1,1,1,0,0,0,0,0,0,0,1,0
"1836",0,0,0,1,0,0,0,0,1,0,1,1,1
"1837",0,1,1,0,1,1,1,1,1,0,1,0,1
"1838",1,1,0,1,0,0,1,0,0,0,1,0,0
"1842",1,0,1,0,0,1,0,0,1,0,0,0,0
"1845",1,1,0,1,0,1,0,1,1,0,0,1,1
"1846",0,1,0,0,1,1,1,0,0,1,0,1,0
"1851",0,1,1,0,1,1,0,0,1,1,1,0,0
"1853",0,1,0,0,0,1,1,0,1,0,1,0,1
"1854",1,1,1,0,0,1,1,0,1,0,0,0,0
"1858",0,0,0,0,0,0,0,0,1,0,0,1,1
"1861",1,0,1,0,1,1,0,0,1,1,1,0,1
"1862",0,1,0,1,0,0,0,0,0,0,0,1,1
"1864",0,0,0,0,0,0,0,0,0,0,0,1,1
"1866",0,1,1,0,0,0,1,0,0,0,1,1,1
"1868",1,1,1,0,0,0,1,0,1,0,0,1,0
"1869",0,1,1,0,1,1,1,0,1,1,0,0,0
"1870",0,0,0,0,0,0,0,0,0,0,1,1,0
"1871",0,1,1,0,0,1,1,0,1,1,1,0,1
"1874",0,1,0,0,0,0,0,0,0,0,0,1,0
"1875",0,0,0,0,0,0,0,0,0,0,0,1,0
"1878",0,1,1,0,0,1,1,0,1,0,0,0,0
"1879",0,0,0,1,1,1,0,0,1,0,1,0,0
"1880",0,0,0,1,0,0,0,0,0,0,0,1,1
"1882",0,1,0,0,0,0,0,1,1,0,0,1,0
"1883",1,1,1,0,0,1,0,0,1,1,1,0,0
"1886",0,0,0,0,0,0,0,0,0,0,0,1,1
"1889",1,0,0,0,1,0,0,0,1,0,1,0,0
"1890",0,0,0,0,0,0,0,0,1,0,1,1,0
"1892",1,1,0,1,0,0,0,0,1,0,0,1,1
"1893",1,1,0,0,1,1,1,0,1,1,1,0,0
"1896",1,1,0,1,0,1,1,0,1,0,0,1,0
"1897",0,1,0,0,0,0,1,1,1,0,0,1,0
"1901",0,0,0,1,0,1,0,0,1,0,0,0,1
"1904",0,0,1,0,0,0,0,0,1,0,0,0,1
"1907",0,1,0,0,0,1,0,0,0,0,0,1,1
"1908",0,1,0,0,1,0,0,0,0,0,0,1,1
"1910",0,1,0,0,1,1,0,0,1,0,1,0,0
"1914",1,0,0,0,0,0,0,0,0,0,1,0,0
"1915",0,1,1,0,0,1,0,0,1,0,0,1,0
"1916",0,0,0,1,0,0,0,0,0,1,1,0,1
"1918",0,0,0,1,1,1,1,0,1,0,1,0,0
"1920",0,0,0,0,0,1,0,0,0,0,1,0,1
"1921",1,1,0,0,0,0,0,0,1,0,1,1,1
"1924",0,1,1,0,0,1,0,0,1,1,0,0,0
"1925",1,1,0,0,0,0,0,0,1,0,1,1,1
"1926",0,0,1,0,1,1,0,0,1,0,1,0,0
"1928",0,1,0,0,0,1,1,0,1,1,1,0,0
"1932",0,1,0,0,0,0,1,0,0,1,1,0,1
"1934",1,1,0,0,0,0,0,1,1,0,0,1,1
"1938",0,0,1,0,0,0,0,0,0,0,0,1,0
"1940",0,0,1,0,0,0,0,0,0,0,1,1,0
"1942",0,1,1,1,0,1,0,0,0,0,1,0,0
"1943",0,1,0,0,0,1,0,0,0,1,0,0,1
"1945",1,0,0,0,1,1,0,0,1,1,1,0,1
"1946",0,1,0,0,0,0,0,0,0,0,1,1,1
"1949",0,0,1,0,0,1,0,0,1,1,1,0,0
"1951",0,0,0,0,0,0,0,0,0,0,0,1,0
"1952",1,1,1,0,0,1,0,0,1,1,1,0,1
"1954",0,0,0,0,0,0,0,0,1,0,0,1,0
"1957",1,1,1,0,0,1,0,0,1,0,0,1,0
"1958",1,1,0,0,1,0,0,0,0,0,0,1,1
"1963",0,0,1,0,1,1,0,0,1,0,1,0,1
"1967",0,1,0,1,1,1,0,0,0,0,1,0,1
"1968",0,0,0,0,0,1,0,0,1,0,1,0,0
"1972",1,0,1,0,0,1,0,0,1,0,0,0,0
"1973",0,0,0,0,0,0,0,0,0,0,0,1,0
"1978",1,1,1,0,0,1,1,0,1,1,1,0,1
"1979",1,1,0,0,1,1,1,0,1,1,1,0,0
"1985",0,1,1,0,1,1,0,0,1,0,1,0,0
"1989",1,0,0,0,1,0,0,0,1,0,0,1,0
"1992",1,0,0,1,1,1,1,0,1,1,1,0,0
"1993",0,1,0,0,1,0,0,1,1,0,1,1,1
"2000",1,1,0,0,0,1,0,1,1,0,0,1,0
"2004",1,1,1,0,1,1,0,0,1,1,1,0,0
"2005",0,0,0,1,1,1,0,0,1,0,1,0,0
"2009",0,0,1,0,0,1,0,0,1,0,1,0,0
"2012",0,0,0,0,0,1,0,0,0,0,1,0,1
"2014",0,0,0,1,0,0,0,0,0,0,0,1,0
"2017",0,0,1,1,0,0,0,0,1,0,0,0,1
"2019",1,0,0,0,0,0,0,0,0,0,0,1,1
"2028",0,1,0,0,1,0,0,0,1,0,0,1,1
"2034",1,1,1,0,1,1,0,1,1,0,1,0,1
"2043",0,1,0,0,0,1,0,0,0,0,1,0,1
"2044",0,1,0,0,0,1,0,1,1,0,0,0,1
"2047",1,1,0,0,0,1,0,0,0,1,1,0,1
"2048",1,1,1,0,0,0,0,0,1,0,1,0,0
"2056",0,0,1,0,0,1,0,0,1,1,1,0,1
"2057",0,1,0,0,0,0,0,0,0,0,0,1,0
"2058",0,1,0,0,1,0,0,0,0,0,1,0,0
"2059",0,0,1,0,0,0,0,0,1,0,1,0,0
"2060",0,1,1,0,0,0,0,0,1,0,1,1,0
"2065",0,1,0,1,0,1,1,0,1,0,0,1,1
"2071",0,1,0,0,0,1,0,1,1,0,1,0,0
"2073",0,0,0,0,0,0,0,0,1,0,0,1,0
"2074",0,0,1,0,0,1,0,0,1,0,0,0,0
"2075",1,0,1,0,0,1,0,0,1,1,1,0,0
"2077",0,1,1,0,0,1,1,0,0,1,1,0,1
"2078",0,0,0,0,1,1,0,0,1,0,1,0,1
"2079",0,0,0,1,0,0,0,0,1,0,0,0,1
"2080",0,0,0,0,0,0,0,0,1,0,0,0,1
"2081",0,0,0,0,0,1,0,0,0,0,1,0,1
"2083",0,0,0,0,0,1,0,0,1,0,0,0,0
"2084",0,0,1,0,0,0,0,0,1,0,0,0,0
"2095",0,1,0,1,0,0,0,0,0,0,0,1,0
"2101",0,0,0,1,0,1,1,1,1,1,0,0,1
"2102",1,1,0,0,0,1,0,0,1,1,1,0,0
"2112",1,1,0,0,0,1,1,0,1,0,1,1,1
"2113",1,1,1,1,1,1,1,0,1,1,1,0,0
"2118",1,1,0,0,0,0,0,1,1,1,1,0,0
"2119",0,0,0,0,0,0,0,0,0,0,0,1,0
"2120",1,1,1,0,0,0,0,0,1,0,0,1,0
"2123",1,1,1,1,0,1,1,0,1,0,0,0,1
"2124",0,0,0,0,1,1,0,0,1,0,1,1,0
"2132",1,0,0,1,0,1,0,0,1,1,1,0,0
"2135",1,0,0,1,0,0,0,0,0,0,0,1,1
"2139",0,1,1,0,0,0,1,0,0,1,0,1,1
"2144",1,1,0,0,0,0,0,0,1,0,0,1,1
"2148",1,1,1,1,0,1,1,1,1,0,0,1,0
"2151",0,0,0,0,0,0,0,0,0,1,1,0,0
"2156",0,1,0,1,0,0,0,0,0,0,1,1,0
"2157",0,0,1,0,0,1,0,0,1,1,0,1,1
"2158",0,1,0,1,0,1,0,0,1,0,1,0,0
"2160",1,1,1,1,1,1,0,0,1,1,1,0,1
"2161",1,0,0,0,0,0,0,0,0,0,0,1,1
"2165",1,1,0,0,0,0,0,1,1,1,1,0,0
"2167",0,0,0,0,0,0,0,0,0,0,0,0,1
"2175",0,1,1,0,0,1,0,1,1,1,1,0,1
"2177",0,1,0,0,0,0,0,0,0,0,1,0,1
"2180",0,1,1,1,0,1,0,0,1,0,0,0,1
"2181",0,0,0,0,0,1,0,0,1,0,1,1,1
"2182",0,1,0,0,1,0,0,0,1,0,1,0,1
"2184",0,1,0,0,0,0,0,0,1,1,0,0,1
"2185",0,1,0,0,0,1,0,0,0,0,1,1,0
"2188",0,1,0,0,0,0,1,0,0,0,1,1,0
"2190",0,0,1,0,0,1,0,0,1,1,1,0,1
"2191",0,1,0,0,1,0,0,0,1,0,0,1,1
"2193",0,1,1,0,0,0,0,0,0,0,0,1,1
"2194",1,0,1,0,0,0,0,0,0,0,1,1,0
"2195",0,0,0,1,1,1,0,0,1,0,0,0,1
"2197",0,0,0,0,0,0,0,0,0,0,0,1,0
"2200",1,0,1,0,0,1,0,0,1,1,1,0,1
"2201",0,0,1,1,0,1,0,0,1,1,1,0,0
"2203",1,0,1,1,1,0,0,0,0,0,1,0,1
"2204",0,1,0,0,0,0,0,0,0,0,1,1,1
"2205",0,1,0,1,0,1,0,0,1,1,1,0,0
"2210",0,0,1,0,0,1,0,1,1,0,1,0,1
"2212",0,0,0,1,0,0,0,1,1,0,0,0,1
"2216",1,1,1,0,1,1,0,0,1,1,1,0,1
"2217",1,1,0,0,0,1,1,0,1,0,0,0,1
"2218",0,0,0,0,0,0,0,0,0,0,0,1,0
"2219",1,1,0,0,0,0,0,0,1,0,0,1,0
"2220",0,1,0,0,0,0,0,1,1,0,0,1,1
"2223",0,0,0,0,0,0,0,0,0,0,0,1,0
"2229",0,0,0,0,0,0,0,0,0,0,1,1,1
"2231",1,1,0,0,0,1,0,1,1,0,1,0,1
"2232",0,1,1,0,0,1,0,0,1,0,1,0,0
"2234",0,1,1,0,1,0,0,0,0,0,0,1,0
"2239",0,0,0,0,0,1,0,0,1,0,0,0,1
"2240",0,1,0,0,1,0,1,0,0,0,1,1,0
"2242",1,1,1,1,1,1,0,0,1,0,1,0,1
"2243",0,1,0,0,0,0,0,0,0,0,0,1,1
"2244",0,0,1,0,1,1,0,0,1,0,1,0,0
"2247",0,0,0,0,0,0,0,0,0,0,0,1,0
"2248",0,0,1,0,0,0,0,0,0,1,1,0,1
"2249",0,0,0,0,0,1,0,0,0,0,1,0,0
"2251",1,1,0,0,0,0,1,0,1,1,1,0,0
"2252",0,1,0,0,0,0,0,0,0,0,0,1,0
"2254",0,0,1,1,0,0,0,0,1,1,0,0,0
"2256",0,1,1,0,0,1,0,0,0,1,1,0,1
"2259",1,1,1,1,1,1,0,0,1,0,0,1,0
"2266",0,1,1,1,0,1,0,1,1,1,0,0,1
"2267",0,1,0,0,0,0,0,0,1,1,1,0,1
"2269",1,0,1,0,1,1,1,0,1,0,1,0,1
"2273",0,0,0,0,0,0,0,0,0,0,0,1,1
"2280",0,1,1,1,0,1,1,0,1,1,1,0,0
"2281",0,0,0,0,0,1,0,0,1,1,1,0,0
"2282",1,0,0,0,0,1,0,0,1,0,0,0,0
"2285",0,0,0,0,0,0,0,0,0,0,0,1,1
"2286",0,0,1,0,0,0,0,0,1,0,0,1,0
"2291",0,1,0,0,0,0,0,1,1,0,0,1,0
"2297",1,0,0,0,0,0,1,0,0,0,1,1,1
"2300",0,0,0,0,0,0,0,0,0,0,0,1,0
"2306",0,0,0,0,0,0,0,0,0,0,0,1,0
"2307",0,0,1,0,0,0,0,0,1,0,1,1,1
"2308",0,0,0,0,0,0,0,0,0,0,0,1,0
"2312",0,0,1,0,0,1,0,0,0,0,0,0,0
"2314",0,1,1,0,1,0,1,0,1,0,1,0,0
"2315",0,1,0,1,0,1,1,1,1,0,1,0,1
